"","ID","Increased_Work_Hours","Work_From_Home","Hours_Worked_Per_Day","Meetings_Per_Day","Productivity_Change","Stress_Level","Health_Issue","Job_Security","Childcare_Responsibilities","Commuting_Changes","Technology_Adaptation","Salary_Changes","Team_Collaboration_Challenges","Sector","Affected_by_Covid"
"358",358,"augmentation","Oui",10.93,3.29,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"359",359,"augmentation","Non",8.29,3.7,"Aucun changement","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"360",360,"augmentation","Oui",5.69,2.06,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"361",361,"augmentation","Oui",5.9,2.44,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Augmentation ou diminution","Non","Healthcare","Oui"
"362",362,"augmentation","Oui",3.83,3.67,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Augmentation ou diminution","Oui","Education","Oui"
"363",363,"augmentation","Oui",5.84,4.54,"Augmentation ou une diminution de la productivité","Low","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Retail","Oui"
"364",364,"augmentation","Oui",8.14,2.67,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"365",365,"augmentation","Non",6.89,4.44,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"366",366,"augmentation","Oui",7.64,4.21,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Augmentation ou diminution","Oui","Education","Oui"
"367",367,"augmentation","Oui",8.99,4.08,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"368",368,"augmentation","Oui",7.4,3.03,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"369",369,"Maintien ou une diminution","Oui",5.76,2,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","IT","Oui"
"370",370,"Maintien ou une diminution","Oui",7.9,6.55,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"371",371,"Maintien ou une diminution","Oui",6.21,4.95,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"372",372,"Maintien ou une diminution","Oui",7.46,5.51,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Education","Oui"
"373",373,"Maintien ou une diminution","Oui",10.69,3.88,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"374",374,"augmentation","Oui",7.46,3.76,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","Healthcare","Oui"
"375",375,"Maintien ou une diminution","Oui",11.55,4.74,"Aucun changement","Low","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","Education","Oui"
"376",376,"augmentation","Oui",10.87,1.25,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"377",377,"augmentation","Non",6.85,2.33,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"378",378,"Maintien ou une diminution","Oui",5.78,2.81,"Aucun changement","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"379",379,"augmentation","Oui",7.9,3.32,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"380",380,"augmentation","Oui",10.31,2.69,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"381",381,"Maintien ou une diminution","Oui",7.02,4.5,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"382",382,"augmentation","Oui",9.82,4.13,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"383",383,"augmentation","Oui",10.42,6.09,"Aucun changement","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"384",384,"augmentation","Oui",6.46,7.72,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Augmentation ou diminution","Non","Retail","Oui"
"385",385,"augmentation","Oui",6.65,2.11,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"386",386,"augmentation","Non",9.43,4.23,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","IT","Oui"
"387",387,"Maintien ou une diminution","Non",8.31,4.22,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","IT","Oui"
"388",388,"Maintien ou une diminution","Oui",6.63,3.98,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"389",389,"augmentation","Oui",7.3,2.38,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"390",390,"augmentation","Oui",7.86,2.63,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"391",391,"augmentation","Oui",4.88,4.37,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"392",392,"augmentation","Oui",9.54,2.59,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Education","Oui"
"393",393,"augmentation","Oui",7.05,4.24,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","IT","Oui"
"394",394,"augmentation","Oui",2.44,3.64,"Aucun changement","Low","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"395",395,"augmentation","Non",7.96,4.22,"Augmentation ou une diminution de la productivité","Low","Oui","Moindre sécurité","augmentation responsabilités","changements","Non","Augmentation ou diminution","Non","Healthcare","Oui"
"396",396,"augmentation","Oui",6.52,2.58,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"397",397,"augmentation","Oui",11.38,4.24,"Aucun changement","Medium","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"398",398,"augmentation","Oui",6.83,2.68,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"399",399,"augmentation","Oui",5.81,4.25,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","IT","Oui"
"400",400,"augmentation","Oui",9.02,6.01,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"401",401,"Maintien ou une diminution","Non",6.68,4.4,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"402",402,"augmentation","Oui",6.45,4.49,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Retail","Oui"
"403",403,"augmentation","Non",9.02,5.23,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"404",404,"augmentation","Non",5.92,1.9,"Aucun changement","Low","Oui","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","Education","Oui"
"405",405,"Maintien ou une diminution","Oui",5.09,6.58,"Aucun changement","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"406",406,"augmentation","Non",11.46,2.42,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"407",407,"augmentation","Oui",9.16,5.32,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","IT","Oui"
"408",408,"Maintien ou une diminution","Oui",7.48,5.13,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","IT","Oui"
"409",409,"augmentation","Oui",8,2.65,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Augmentation ou diminution","Oui","Education","Oui"
"410",410,"Maintien ou une diminution","Non",9.02,5.52,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"411",411,"augmentation","Oui",9.95,4.75,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"412",412,"augmentation","Oui",6.49,6.84,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"413",413,"augmentation","Oui",8.74,4.3,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","IT","Oui"
"414",414,"augmentation","Oui",6.99,3.84,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Education","Oui"
"415",415,"augmentation","Oui",7.63,3.23,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Non","Education","Oui"
"416",416,"augmentation","Oui",8.33,1.39,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"417",417,"Maintien ou une diminution","Oui",7.99,3.53,"Aucun changement","Low","Non","Plus de sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"418",418,"augmentation","Non",9.48,3.59,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"419",419,"augmentation","Oui",8.98,4.4,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Augmentation ou diminution","Oui","Education","Oui"
